read_id,meter_id,customer_id,read_timestamp,read_type,units_consumed,cumulative_reading,voltage_v,current_a,power_factor,peak_demand_kw,reactive_units_kvar,tamper_flag,outage_flag,quality_flag,created_at
RD00018205,MTR000132,CUST000132,2024-08-18 01:25:45,Automatic,0.6401,311960.65,240.7,1.88,0.913,3.611,0.1632,0,0,Good,N/A
RD00041304,  MTR001816,CUST001816,0,Automatic,0.3335,50683.84,224.6,13.99,0.921,1.721,0.1056,0,0,Good,2024-02-28 21:15:18
RD00017703,MTR003039,CUST003039,2023-03-15 01:17:22,Automatic,0.022299399999999997,357386.04,244.6,7.2,0.95,128.822,4.8546,0,0,Estimated,2023-03-15 01:29:22
RD00024261,MTR000708,CUST000708,2023-06-11 16:28:24,Automatic,2.4628,"195830,74",228.7,13.5,0.906,13.536,0.3871,0,NULL,NULL,2023-06-11 16:51:24
RD00032707,MTR003570,CUST003570,2023-10-02 10:46:25,Manual,17.3096,429.16222999999997,235.7,49.63,,,-,0,0,Good,2023-10-02 11:00:25
RD00048561,MTR003682,CUST003682,2022-12-02 20:56:55,Automatic,0.4553,275712.47,238.0,20.83,N/A,1.894,0.0794,0,0,Good,
RD00000067,MTR003975,CUST003975,2024-10-09 19:48:10,Automatic,0.8759,355072.19,209.1,34.96,0.795,3.774,0.2605,0,0,Good,2024-10-09 20:06:10
RD00010697,MTR001641,CUST001641,2023-04-20 04:24:42T00:00:00Z,Automatic,176.5994,373566.89,236.2,33.22,0.886,1025.46,57.8885,0,0,GOOD,2023-04-20 04:52:42
RD00006073,MTR004230,CUST004230,2023-02-18 05:45:59,Automatic,0.72,241960.05,215.1,1.1,0.912,3.819,0.2189,0,0,Good,2023-02-18 05:51:59
RD00017741,MTR000191,CUST000191,2024-05-01 07:31:09,Manual,1.7301,438207.16,216.3,44.7,0.872,7.442,0.2212,0,0,Good,UNKNOWN
RD00013028,  MTR000299,CUST000299,2022-02-12 07:59:52,automatic,0.2317,87159.92,236.2,NULL,0.826,1.109,0.0857,0,0,Estimated,2022-02-12 08:11:52
RD00048344,MTR002444,CUST002444,2024-05-23 10:47:16,Automatic,229.8043,207289.18,215.7,30.09,0.938,992.115,35.84,0,0,Good,2024-05-23 10:48:16
RD00019020,MTR000267,CUST000267,2024-11-03 20:20:07,Manual,2.7411,407828.49,252.1,13.92,0.747,N/A,1.0788,0,0,good,2024-11-03 20:35:07T00:00:00Z
RD00009197,MTR004481,CUST004481,0,Automatic,0.273,158599.2,247.8,43.05,0.738,1.389,-,0,0,UNKNOWN,2024-04-16 07:59:13
RD00019388,MTR003677,CUST003677,N/A,Automatic,2.4497,296410.53,222.5,11.87,0.772,10.047,,0,0,Good,2023-02-24 15:44:49T00:00:00Z
RD00043753,MTR000894,CUST000894,2024-06-10 04:45:17,automatic,1.2031,230094.71,UNKNOWN,23.63,0.872,6.229,0.1387,0,0,Invalid,2024-06-10 04:51:17
RD00010529,MTR004692,CUST004692,2024-05-10 19:36:34,Automatic,21.7928,179258.92,219.1,3.78,0.962,114.837,2.5387,0,0,Estimated,2024-05-10 19:49:34
RD00024867,MTR002928,CUST002928,2022-06-11 05:22:30,Estimated,1.1379,400283.64,227.0,33.98,0.858,5.914,0.3117,0,0,Good,2022-06-11 05:50:30
RD00012451,MTR001635,CUST001635,2023-12-14 11:42:22,Automatic,19.2509,405384.64,237.3,UNKNOWN,0.788,115.095,UNKNOWN,0,0,Good,2023-12-14 12:06:22
RD00006417,MTR002877,CUST002877,2023-01-01 00:48:31,,104.9456,364702.39,244.8,30.38,-,316.278,-,0,0,Good,2023-01-01 00:49:31
RD00005669,MTR004445,CUST004445,UNKNOWN,Revised,14.1358,272446.72,223.4,23.41,0.76,70.875,1.9489,0,0,Estimated,2024-01-13 08:52:20
RD00042546,MTR002985,UNKNOWN,0,Estimated,27.8627,488227.99,222.1,25.9,0.771,93.638,9.6745,0,0,,2023/08/30 07:19:22
RD00033940,MTR004594,CUST004594,2023-03-19 04:16:29,Manual,3.8186,178476.31,242.3,46.48,0.806,17.922,1.0966,0,0,Estimated,2023-03-19 04:29:29
RD00023493,MTR000476,CUST000476,2023-05-16 23:58:52,Automatic,243.1199,276677.2,,15.45,0.957,779.661,50.4812,0,0,Good,2023-05-17 00:00:52
RD00002570,MTR000863,CUST000863,2022-11-21 06:41:33,Manual,6.2587,269981.72,244.7,33.57,0.933,29.146,1.1979,0,0,Good,2022-11-21 06:59:33
RD00015477,MTR003363,CUST003363,2023-04-13 21:44:01,Automatic,1.3369,-,228.1,33.47,0.967,7.775,0.1931,0,0,Good,N/A
RD00029987,MTR002867,CUST002867,2023-09-12 11:49:45,Automatic,2.6131,38494.64,214.7,9.3,0.794,9.781,0.9566,0,0,Good,2023-09-12 11:57:45
RD00045955,MTR002269,CUST002269,2022-11-14 01:25:25,Manual,0.7356,199102.94,-,32.59,0.866,2.283,0.1528,0,0,Good,2022-11-14 01:45:25
RD00036883,MTR003139,CUST003139,2024-05-26 22:59:47,Automatic,130.9005,487459.44,,18.78,0.79,688.667,41.2932,0,1,Good,2024-05-26 23:08:47
RD00010122,MTR004430,CUST004430,2023-12-18 14:39:15,Automatic,2.7764,250576.62,0,0,0.97,10.94,0.4737,0,0,Good,2023-12-18 15:01:15
RD00012682,MTR002599,CUST002599,10-06-2024,Automatic,1.7774,348916.96,242.2,40.61,0.738,10.407,0.4466,0,0,Good,2024-06-10 15:47:52
RD00018517,MTR002674,CUST002674,2022-01-14 04:14:07,Automatic,1.1606,205637.89,226.4,16.94,0.927,4.961,,0,0,Good,2022-01-14 04:21:07
RD00032726,MTR004431,  CUST004431,2022-08-01 19:01:22,Automatic,138.6868,317487.83,226.6,34.09,0.943,767.061,38.5964,0,0,Good,2022-08-01 19:06:22
RD00006894,MTR004152,CUST004152,2022-09-27 09:18:42,Automatic,10.1142,444907.88,N/A,0.28,0.828,,3.8562,0,0,Good,27-09-2022
RD00047076,MTR002149,CUST002149,2024-01-24 01:29:58,Automatic,123.4021,427892.54,228.1,35.55,0.916,536.609,23.9548,0,1,Invalid,2024-01-24 01:32:26
RD00024878,MTR004224,CUST004224,2023-03-12 19:41:49,Manual,2.0372,488853.94,239.4,23.49,0.717,9.97,0.7001,1,0,Good,2023-03-12 19:51:49
RD00009427,MTR004648,  CUST004648,-,Automatic,1.9214,120916.88,228.9,1.85,0.901,7.353,0.6379,0,0,Good,2022-10-15 08:58:46
RD00040557,MTR003693,CUST003693,2024-03-06 08:16:51,Estimated,25.7245,270401.87,212.6,32.8,0.954,149.652,0,0,0,Estimated,2024-03-06 08:45:51
RD00040090,MTR000194,CUST000194,2022-10-30 07:45:33,Automatic,8.8883,227321.69,229.2,0.12,0.856,53.278,1.7808,N/A,0,Good,2022-10-30 08:08:33
RD00000673,MTR002298,CUST002298,2022-10-11 03:18:38,Automatic,3.1311,102623.16,228.2,1.71,0.809,9.711,0.7773,1,UNKNOWN,Good,2022-10-11 03:40:38
RD00004565,MTR003756,CUST003756,2022-08-19 22:17:59,NULL,3.3996,383265.92,244.7,17.86,0.775,10.601,1.1838,0,0,Good,2022-08-19 22:45:59
RD00038523,MTR004220,CUST004220,2024-04-15 03:15:22,Automatic,0.1469,401853.26,212.2,2.67,0.932,0.643,0.0584,0,0,Good,2024-04-15 03:34:22
RD00035931,MTR002421,  CUST002421,1716768000,-,245.6893,486495.5,242.7,11.93,0.98,1228.783,N/A,NULL,0,Good,2024-05-27 12:19:11
RD00021792,MTR002894,CUST002894,2023/09/26 18:57:39,Automatic,1.3593,173496.92,223.0,37.42,0.996,7.434,0.459,0,0,Good,2023-09-26 19:22:39
RD00003950,NULL,CUST001850,2022-08-26 07:42:44,Automatic,26.7383,436556.88,241.1,2.53,0.936,100.979,8.3717,1,0,Invalid,2022/08/26 08:11:44
RD00041214,MTR002645,CUST002645,2024-07-27 13:21:48,Automatic,1.6604,111115.76,247.8,0,0.711,6.006,0.6263,0,0,Good,2024-07-27 13:22:48
RD00005517,MTR004622,CUST004622,29/07/2023,Automatic,2.0374,409306.51,228.8,38.24,0.745,6.513,0.8103,0,0,Good,2023-07-29 03:16:34
RD00017185,MTR002140,CUST002140,2022-08-29 16:55:44,Automatic,0.8252,224447.22,208.7,8.21,N/A,2.647,0.0925,0,0,Good,2022/08/29 17:24:44
RD00010617,MTR001446,CUST001446,2022-12-20 00:59:04,Automatic,0.3201,448678.29,236.8,8.47,0.71,-,0.0646,0,0,Estimated,2022-12-20 01:29:04
RD00005145,MTR000315,CUST000315,N/A,Automatic,1.6884,480205.36,234.3,21.02,0.989,5.142,,0,0,Good,2023-01-31 09:53:09
RD00029100,MTR003227,CUST003227,2024-08-18 01:07:04,Automatic,7.1653,374239.85,225.4,17.41,0.735,40.268,1.3089,0,0,Good,2024-08-18 01:09:04
RD00020474,MTR001014,CUST001014,2024-08-17 17:19:51,Automatic,28.266,470293.06,239.9,27.24,0.99,160.969,10.5891,0,0,Suspect,
RD00010108,MTR003906,CUST003906,2023-07-02 18:04:29,Automatic,0.8591,393344.89,217.2,0.75,0.952,3.514,0.2732,0,0,Good,2023-07-02 18:13:29
RD00017537,MTR000783,CUST000783,2024-05-05 19:45:42,Automatic,10.9971,418412.92,232.4,42.61,0.982,50.751,1.187,1,0,Suspect,2024-05-05 20:00:42
RD00047843,MTR002349,NULL,2024-12-28 06:02:44,Estimated,29.0317,401179.54 kWh,235.2,23.41,0.936,156.26,11.2466,0,0,Good,2024-12-28 06:13:44
RD00003705,MTR000402,CUST000402,2022-05-29 13:51:41,Automatic,0.8555,349981.92,237.3,27.84,0.767,2.812,0.2596,0,UNKNOWN,Good,29-05-2022
RD00012053,MTR004910,CUST004910,2022-07-09 10:45:17,Automatic,2.167,497974.05,222.5,25.08,0.769,10.78,0.3501,0,0,Estimated,2022-07-09 10:53:17
RD00041024,MTR002887,CUST002887,2024-01-10 17:40:42,Manual,25.1763,201265.92,224.5,8.66,0.915,NULL,9.9056,0,0,Suspect,2024-01-10 17:58:42
RD00036550,MTR002841,CUST002841,2022-12-22 16:37:05,Automatic,2.4019,53839.56,235.5,2.63,,8.692,0.5274,0,0,Good,2022-12-22 17:02:05
RD00034315,MTR000360,CUST000360,2024-11-07 22:31:48,Automatic,0.3783,71401.12,239.4,23.44,N/A,1.407,0.0562,0,UNKNOWN,Good,2024-11-07 22:56:48
RD00023751,N/A,CUST003923,2023-03-18 00:16:35,Automatic,0.9592,272993.44,,N/A,N/A,N/A,0.2031,0,0,Good,
RD00024422,MTR000280,CUST000280,2022-11-12 12:16:38,Automatic,,462415.81,218.5,24.85,0.899,46.444,2.741,0,0,Good,2022/11/12 12:24:38
RD00031059,MTR003020,CUST003020,2023-06-04 03:59:00,Automatic,1.5485,338955.19,233.6,26.57,0.82,5.03,0.456,0,0,GOOD,2023-06-04 04:05:00
RD00037859,MTR001139,CUST001139,24/02/2022,Automatic,0.2192,261987.07,,12.79,0.704,0.99,0.0686,0,0,UNKNOWN,2022-02-24 21:29:51
RD00003417,MTR000151,CUST000151,2024-02-08 20:10:02T00:00:00Z,Automatic,3.7047,423064.25,218.9,43.58,0.9,16.697,0.6257,1,0,Good,2024-02-08 20:15:02
RD00046431,MTR004996,CUST004996,2023-09-29 06:27:34,Automatic,0,55718.21,241.7,32.28,0.818,12.195,0.3966,0,NULL,Suspect,2023-09-29 06:42:34
RD00012903,MTR002272,CUST002272,2024-11-18 14:33:45,Automatic,3.3405,490340.44,234.6,21.02,0.885,10.188,0.9854,-,0,Suspect,2024-11-18 15:02:45
RD00024491,MTR003720,CUST003720,2024-04-19 20:44:59,Automatic,N/A,468295.64,0,27.66,0.822,5.335,0.4945,0,0,Invalid,1713484800
RD00034891,MTR001624,CUST001624,2022-06-20 05:00:27,Automatic,12.0879,280092.69,229.2,17.73,0.878,60.094,NULL,0,0,Good,NULL
RD00017407,MTR000991,CUST000991,2024-01-12 13:27:01,Revised,0.8244,204966.98,230.5,0.5,0.907,2.666,0.2297,0,0,Good,-
RD00016727,MTR004321,CUST004321,2022-12-27 07:47:26,Estimated,0.677,56663.28,259.0,26.76,0.713,3.388,0.2615,0,0,Good,2022-12-27 08:14:26
RD00008615,MTR001606,CUST001606,2022-12-30 07:26:39,Automatic,6.9102,366423.73,235.7,25.48,0.725,39.782,,0,1,Good,2022-12-30 07:41:39
RD00022486,MTR003757,0,2024-07-31 23:56:50,Automatic,0.7395,125111.62,228.3,15.23,0.781,4.183,,0,0,Estimated,2024-08-01 00:19:50
RD00038771,MTR001677,CUST001677,2024-11-28 21:30:01,Automatic,2.6646,307195.33,234.7,11.54,0.894,13.719,0.3175,0,UNKNOWN,Invalid,-
RD00043144,MTR000363,CUST000363,2024-08-16 02:43:22,Manual,1.4233,N/A,211.3,19.47,0.994,6.884,0.2396,0,1,Good,2024-08-16 02:55:22
RD00041547,MTR004905,CUST004905,2023-07-16 03:05:06,Estimated,1.5406,316719.53,226.1,0.81,0.834,5.422,0.5003,0,0,Good,2023-07-16 03:11:06
RD00031033,MTR000285,CUST000285,2022-06-11 21:46:12,Automatic,2.7698,179259.8,231.9,38.67,0.816,13.42,0.6712,0,0,Good,2022-06-11 22:00:12
RD00048885,MTR004837,CUST004837,2023-12-25 18:38:45,Automatic,0.1744,493451.22,237.9,33.11,0.964,0.917,0.0269,0,0,Good,2023-12-25 18:41:45
RD00010896,MTR001350,CUST001350,2023-10-23 04:59:23,Estimated,0.4766,206667.56,231.4,41.93,0.818,2.022,0.0726,0,0,Good,2023-10-23 05:19:23
RD00002124,MTR002018,CUST002018,2022-12-23 06:01:09,Automatic,N/A,310458.74,226.3,48.94,0.727,14.803,0.347,0,0,Good,2022-12-23 06:02:09
RD00016899,MTR000252,NULL,2022-10-21 15:25:51,Manual,0.2706,183858.22,227.2,23.48,0.904,1.232,0.0596,0,0,Good,2022-10-21 15:32:51
RD00032799,MTR001990,CUST001990,2023-05-05 08:18:51,Automatic,2.7965,453556.15,226.1,30.4,0.854,14.701,0.2799,0,0,Good,2023/05/05 08:27:51
RD00000029,MTR003185,CUST003185,2022-06-19 09:56:26,Revised,2.438,297619.93,-,,0.925,7.548,0.9239,0,0,Estimated,2022-06-19 10:08:26
RD00019249,MTR001805,CUST001805,2024-07-31 05:35:11,Automatic,0.1437,175512.74,221.6,40.12,0.983,0.532,0.0495,0,0,GOOD,2024-07-31 05:50:11
RD00001554,MTR001288,CUST001288,2023-09-17 00:32:52,Revised,0.1153,468720.93,237.4,39.79,0.977,0.38,0.019,0,0,NULL,2023-09-17 00:36:52
RD00013883,MTR001965,CUST001965,28/05/2022,automatic,0.3986,438464.43,222.7,4.26,0.98,1.642,0.157,0,0,Good,2022-05-28 15:20:49
RD00015851,MTR001443,CUST001443,2023-03-29 09:47:24,Automatic,2.5176,63404.67,231.0,,0.866,11.608,0.4655,0,0,-,2023-03-29 09:48:24
RD00042828,MTR002936,CUST002936,2022-04-18 07:35:20,Automatic,1.151,59662.49,229.8,44.07,0.744,5.392,0.1604,NULL,0,Good,2022-04-18 07:40:20
RD00014764,MTR000214,CUST000214,2023-05-27 13:57:43,Automatic,2.1393,59310.93,236.9,38.14,0.731,9.855,0.7258,0,0,Good,2023-05-27 14:05:43
RD00017674,MTR002622,CUST002622,2024-10-06 07:50:19,Automatic,7.2755,482527.66,230.8,43.46,0.86,33.444,,0,0,Good,2024-10-06 08:02:19
RD00030790,MTR000888,CUST000888,2022-02-24 14:51:09,Revised,11.5302,"479991,32",237.4,9.13,0.977,36.539,4.4136,0,0,Good,2022-02-24 15:00:09
RD00016080,MTR004936,CUST004936,2024-08-28 01:13:23,Automatic,1.0926,324341.49,249.0,8.46,0.881,4.39,0.2803,0,1,Good,2024-08-28 01:30:46
RD00005028,MTR002700,CUST002700,2022-04-03 09:10:53,Estimated,6.4438,"323851,46",230.9,2.57,0.905,35.856,2.3868,0,0,Good,2022-04-03 09:18:53
RD00049768,MTR003910,CUST003910,2023-02-04 08:33:08,Automatic,0.0016177,112825.04,229.3,38.5,0.898,N/A,0.2631,0,0,Good,2023-02-04 08:39:08
RD00014619,MTR001092,CUST001092,2022-12-29 08:35:22,Estimated,32.7803,418930460.0,232.2,15.86,0.986,177.726,3.5629,0,0,Good,2022-12-29 08:39:22
RD00014275,MTR003264,CUST003264,2022-02-17 03:24:09,Automatic,0.6103,191254.28,240.4,33.13,0.871,1.913,0.2171,0,N/A,Invalid,2022-02-17 03:30:09
RD00022710,MTR001377,CUST001377,2023-10-13 11:51:04,Manual,,486631.71,224.9,44.18,0.774,1.383,0.0953,0,0,Good,2023-10-13 12:00:04T00:00:00Z
RD00030998,MTR001871,CUST001871,2024-12-08 13:27:49,Automatic,1.2958,234650.13,226.7,48.86,-,4.114,0.5117,0,0,Good,2024-12-08 13:42:49
RD00019737,MTR000765,CUST000765,2023-04-18 11:51:04,Automatic,1.8245,65448.32,216.9,15.4,0.899,8.574,0.3431,0,0,Good,2023-04-18 11:56:04
RD00005318,MTR003046,-,2023-02-28 12:35:55,Automatic,"0,3547",281271.23,240.5,26.73,0.797,1.41,0.1359,0,0,,2023-02-28 12:42:55
RD00002675,MTR001949,CUST001949,2023-04-14 18:16:00,NULL,1.8944,358559.04,226.6,29.21,0.924,UNKNOWN,0.2224,0,1,Suspect,UNKNOWN
RD00033779,MTR004320,CUST004320,2024-11-02 04:13:16,Automatic,1.0512,156905.7,234.1,41.01,0.773,3.956,0.1393,0,0,Good,2024-11-02 04:36:16
RD00003533,MTR002334,CUST002334,2023-02-01 07:56:24,AUTOMATIC,0.2717,186567.74,225.2,22.14,0.957,1.214,0.0637,0,0,Good,2023-02-01 08:10:24
RD00021742,MTR001277,CUST001277,2023-05-10 20:58:02,Automatic,1.8338,254522.55,253.3,10.14,0.959,8.958,0.4892,0,0,Good,2023-05-10 21:20:02
RD00011589,MTR004411,CUST004411,2023-11-08 09:40:07,Automatic,2.6609,297848.57,216.7,44.38,0.839,9.042,0.8958,0,0,Good,2023-11-08 09:57:07
RD00040724,  MTR001507,CUST001507,2023-03-13 20:00:51,Automatic,6.643,243181.02,237.6,28.92,0.873,27.69,0.9955,0,0,Good,2023-03-13 20:24:51
RD00040802,MTR002884,CUST002884,2024-06-10 13:29:31,Automatic,65.2855,271425.79,222.8,30.83,0.751,222.698,24.6342,0,0,Suspect,2024-06-10 13:44:31
RD00007274,MTR002820,CUST002820,2024-02-13 05:57:29,Automatic,2.2346,298739.89,231.2,10.31,0.856,13.197,0.6859,-,1,Good,2024-02-13 06:12:29
RD00005205,MTR002998,CUST002998,2024-08-01 16:17:23,Automatic,255.7514,429266.54,217.8,35.02,0.779,1331.953,30.2995,-,0,Good,NULL
RD00030778,MTR003547,CUST003547,2023-01-10 18:45:00,Automatic,0.415,351270.24,227.6,36.01,0.883,1.329,0.1153,0,0,Good,10-01-2023
RD00011442,MTR001772,CUST001772,2022-10-21 07:57:42,Automatic,1.9566,422037.41,229.1,30.26,0.791,9.158,0.2519,0,0,Estimated,
RD00017255,MTR003377,CUST003377,0,Automatic,1.7454,115344.48,226.1,18.84,0.805,9.957,0.1959,0,0,Good,26-02-2023
RD00028374,MTR002537,CUST002537,2022-06-19 00:37:41,Estimated,0.2853,132211.46,210.6,10.14,0.749,1.396,0.1071,0,0,Good,2022-06-19 00:42:41
RD00004477,MTR001017,CUST001017,2023-03-25 08:25:10,Automatic,2.6474,243181.73,UNKNOWN,37.83,0.795,10.766,0.3869,0,1,Good,2023-03-25 08:48:10
RD00032784,MTR003907,CUST003907,2023-01-29 19:27:10,Automatic,0.0077225,248928.18,228.8,10.37,0.934,40.703,2.9689,0,0,Good,2023-01-29 19:30:10
RD00027298,MTR004663,CUST004663,2023-02-11 07:37:08,Manual,1.4648,28173.99,221.9,18.79,0.995,6.905,0.3579,0,0,Good,2023-02-11 07:53:08
RD00016553,MTR001742,CUST001742,2023-05-07 01:33:13,Automatic,3.5907,357015.03,234.2,34.27,0.763,17.9,0.3891,0,0,Good,2023-05-07 02:02:13
RD00003625,MTR002734,CUST002734,2023-12-13 20:56:26,Manual,3.0439,373006.29,,34.02,0.939,14.507,1.1754,0,0,Good,2023-12-13 21:24:26
RD00043732,  MTR004229,CUST004229,2022-03-29 00:38:07,Automatic,6.3909,299082.17,231.5,37.74,0.942,35.926,2.1044,0,0,Good,2022-03-29 01:06:07
RD00035896,,CUST002016,2024-07-17 21:17:21,Automatic,107.6317,465950.61,244.0,30.08,0.99,638.244,39.5055,0,0,Good,2024-07-17 21:35:36
RD00036629,MTR001034,CUST001034,2022-06-13 10:20:52,manual,2.5766,371045.34 kWh,238.7,33.27,0.735,11.991,0.9369,UNKNOWN,0,Invalid,2022-06-13 10:48:52
RD00032935,MTR001805,CUST001805,1704931200,Revised,2.613,486707.35,237.3,14.57,0.896,13.996,0.5816,0,0,Good,2024-01-11 22:25:32
RD00025731,MTR099527,CUST002207,2024-12-12 01:41:10,Automatic,0.087,487636.12,227.0,36.67,0.826,0.392,0.0297,0,0,Good,2024-12-12 02:05:10
RD00030126,MTR004814,CUST004814,2024-05-22 18:52:10T00:00:00Z,Automatic,2.6546,70174.37,227.0,38.44,0.993,11.335,NULL,0,0,Good,2024-05-22 19:04:10
RD00040992,MTR003837,CUST003837,2024-06-17 09:48:43,Automatic,21.199,375063.23,217.4,5.1,0.95,113.307,7.7204,,0,Good,1718582400
RD00047701,MTR003941,CUST003941,2022-06-29 07:28:52,Automatic,0.2813,28963.71,224.0,14.09,0.95,,0.0593,0,0,Good,2022-06-29 07:56:52
RD00046738,MTR002569,CUST002569,2023-03-28 04:17:25,Manual,0.549,331825.79,225.9,0.84,0.872,3.181,0.0673,0,0,Good,0
RD00040358,MTR002856,CUST002856,2024-05-11 17:19:00,Automatic,1.7671,274827.73,238.1,19.32,0.716,8.58,0.4542,0,0,Estimated,2024-05-11 17:23:00
RD00032365,MTR004279,CUST004279,2022-06-14 05:50:52,Automatic,1.0485,144800.08,233.8,26.29,0.772,3.507,0.3545,,0,Good,2022-06-14 06:03:52
RD00036255,MTR002457,CUST002457,1731801600,Estimated,12.6405,113648.1,217.6,43.62,0.998,46.481,1.5669,0,0,Good,2024-11-17 15:11:43
RD00042789,  MTR000898,CUST000898,2023-06-21 19:12:22,Manual,179.8689,61069.47,228.5,27.73,0.838,618.656,40.7367,0,0,Good,2023-06-21 19:42:22
RD00029971,MTR003913,CUST003913,2024-10-27 16:14:15,Automatic,1.3248,164119.63 kWh,0,24.1,0.831,4.256,0.4472,0,0,Good,2024-10-27 16:28:15
RD00042255,MTR002691,CUST002691,2022-07-21 12:22:20,Automatic,1.6066,474862.42,210.8,38.67,0.813,8.813,0.5289,0,0,Good,2022-07-21 12:37:20
RD00015011,MTR004475,CUST004475,2024-03-04 19:42:56,Automatic,2.7944,294856.73,226.6,45.56,0.866,8.947,0.623,0,0,Estimated,2024-03-04 19:43:56
RD00023146,MTR002973,CUST002973,2022-12-19 15:42:34,Automatic,0.6731,261449.65,221.4,20.49,UNKNOWN,2.912,0.2577,0,0,Suspect,2022-12-19 15:53:34
RD00013688,,CUST004135,2024-03-26 16:09:13,Revised,1.068,134263.46,248.1,0.48,0.915,3.415,0.3974,0,0,Good,2024-03-26 16:15:13
RD00042948,MTR003093,CUST003093,09-04-2023,Automatic,8.1228,30.12797,225.9,32.73,0.977,30.506,3.0502,0,0,Good,2023-04-09 04:01:01
RD00008232,MTR099020,CUST002569,2024-07-04 17:38:48,Automatic,2.31,382876.89,227.3,25.22,0.98,9.094,0.4066,,0,Good,2024-07-04 17:52:48
RD00005527,MTR002214,CUST002214,2023-06-15 22:28:32,Automatic,26.6195,408521.3,NULL,41.15,0.954,118.546,3.062,0,0,Invalid,2023-06-15 22:36:32
RD00031566,MTR003269,CUST003269,2023-01-16 11:58:53,,3.4536,262311.84,N/A,5.55,0.77,17.482,1.3783,0,0,Good,2023-01-16 12:23:53
RD00023088,MTR000481,CUST000481,2023/12/28 07:55:32,Manual,0.6082,378611.95,238.5,25.35,0.825,,0.1183,0,0,Invalid,2023-12-28 07:57:32
RD00041658,MTR001474,CUST001474,25/01/2022,Automatic,1.8297,65838.52,230.6,4.03,0.927,8.344,0.5647,0,0,Good,25/01/2022
RD00011144,-,CUST004609,2024-10-01 22:38:04,Revised,2.2543,330061.67,233.8,12.53,0.79,10.742,0.3245,0,0,Good,2024-10-01 22:59:04
RD00042069,MTR002622,CUST002622,2024-06-20 11:36:49,Automatic,20.6785,324394.73,218.9,25.42,0.716,72.942,7.9033,0,0,estimated,2024-06-20 11:41:49
RD00031705,MTR003437,CUST003437,2022-04-26 17:39:49,estimated,5.1873,31776.21,229.8,17.28,0.711,16.256,1.057,0,0,Good,2022-04-26 17:40:49
RD00021053,MTR003638,CUST003638,2023-05-03 03:49:46,Automatic,2.5934,296675.21,247.3,22.63,0.871,15.478,0.3954,0,0,,2023-05-03 03:50:46
RD00019566,MTR000494,CUST000494,2023-08-30 12:06:13,Automatic,6.7499,302936.27,224.3,33.21,0.789,40.074,2.0188,0,0,Good,2023-08-30 12:10:13
RD00021404,MTR000146,CUST000146,2024-03-05 07:56:07,Automatic,198.9749,85983.1,229.6,13.48,0.969,,UNKNOWN,0,0,0,2024-03-05 08:10:07
RD00010042,MTR001107,CUST001107,2024-07-21 20:11:06,Automatic,2.018,156737.06,220.3,5.83,0.748,N/A,NULL,0,0,UNKNOWN,2024-07-21 20:12:06
RD00039071,MTR003916,CUST003916,2022-01-16 09:59:15,Estimated,2.4034,449667.45 kWh,230.7,25.64,0.746,8.987,0.659,0,0,N/A,2022-01-16 10:10:15
RD00044418,MTR003778,CUST003778,2022-11-14 12:40:02,Automatic,0.8226,355030.71,237.3,35.16,0.937,3.085,0.1156,0,0,Good,2022-11-14 12:51:02
RD00007400,MTR001734,CUST001734,2024-08-19 18:03:58,Automatic,1.4554,379140.91,236.6,23.41,0.875,5.88,0.3717,0,0,Good,2024-08-19 18:31:58
RD00039514,MTR001783,CUST001783,2023-07-18 15:36:05,Automatic,2.7208,468653.65,234.4,2.89,0.822,10.58,0.3523,0,0,Good,2023-07-18 15:45:05
RD00029565,NULL,CUST001071,2024-03-19 12:57:12,Automatic,1.6392,371289.34,219.9,28.39,0.727,UNKNOWN,0.5493,0,0,Good,2024-03-19 13:12:12
RD00040464,MTR000201,CUST000201,UNKNOWN,Automatic,1.188 kWh,293890.03,213.0,2.31,0.963,6.98,0.3574,-,0,Good,2023-01-29 11:15:46
RD00038924,N/A,CUST001586,2024-04-20 23:31:46,Automatic,0.0776,58880.55,217.3,2.87,0.775,,0.0199,0,1,Good,2024-04-20 23:52:46
RD00042632,MTR002639,CUST002639,2024-06-14 09:59:20,Automatic,2.6286,439470.86,240.1,18.4,0.803,15.575,0.7697,0,0,Good,2024-06-14 10:19:20
RD00033540,MTR002822,CUST002822,2022-07-04 14:52:34,Automatic,63.4096,444837.8,235.2,23.54,0.846,317.236,17.2522,0,0,Good,04-07-2022
RD00036803,MTR099898,CUST001326,2023-04-21 17:48:15,Estimated,14.5198,103135.63,213.8,28.32,0.995,75.061,2.699,0,0,Good,2023-04-21 18:11:15
RD00019127,MTR003878,CUST003878,2024-06-08 08:18:58,Automatic,3.3229,385056.39,223.1,30.6,,14.459,0.7953,0,0,Good,2024-06-08 08:36:58
RD00009737,MTR000846,CUST000846,2024-11-15 12:43:08,Automatic,114.3064,494450.09,231.2,1.62,0.823,651.911,42.7194,0,0,Good,2024-11-15 12:44:08
RD00027982,MTR004542,CUST004542,2024-10-28 16:48:44,Automatic,7.5594,421699.82,226.6,11.42,0.856,26.503,0.8822,0,0,Estimated,2024-10-28 17:04:44
RD00044399,MTR003358,CUST003358,2023-05-07 11:45:18,Automatic,0.0008261,369595.85,214.3,15.09,0.753,3.534,0.1608,0,0,-,2023-05-07 12:10:18
