bill_id,customer_id,meter_id,rate_plan_id,billing_period_start,billing_period_end,bill_date,due_date,units_consumed,peak_units,off_peak_units,bill_base_amount,fixed_charges,tax_amount,total_bill_amount,amount_paid,outstanding_balance,payment_method,payment_date,bill_status,payment_status,previous_balance,subsidy_amount,arrears,created_at,rejection_reason
BILL00008522,CUST003423,MTR003423,RP001,2024-02-01,29-02-2024,2024-03-05,2024-03-16,14129.67,4907.43,7907.4,118702.2,150.22,11870.22,,130722.64,0.0,Bank Transfer,2024-03-24,Paid,Paid,1847.46,0,,2024-03-05 14:16:41,Invalid or missing billing amount
BILL00021772,CUST000327,MTR000327,RP004,2023-07-01,2023-07-31,2023-08-05,,218.48,99.14,120.16,1001.64,472.2,100.16,,1574.0,0.0,Auto Debit,2023-08-05,Paid,Written Off,4155.32,128.8,499.0,2023-08-05 07:01:01,Invalid or missing billing amount
BILL00020204,CUST004007,MTR004007,RP001,2023-01-01,2023-01-31,2023-02-05,2023-02-26,35391.89,17255.66,19446.0,299431.07,385.97,29943.11,,329760.14,0.0,Auto Debit,2023-03-02,PAID,Unpaid,1128.13,0,453.29,2023-02-05 21:40:45,Invalid or missing billing amount
BILL00008780,CUST000544,MTR000544,RP005,2024-05-01,2024-05-31,2024-06-05,2024-06-30,274.78,123.62,143.46,1311.29,221.44,131.13,,1663.86,0.0,Auto Debit,,Paid,Unpaid,4613.32,149.82,382.38,2024-06-05 00:15:40,Invalid or missing billing amount
BILL00001274,CUST003249,0,RP005,2023-11-01,2023-11-30,2023-12-05,2023-12-26,250.74,117.54,158.91,,158.01,117.91,,1454.99,0.0,Cheque,2024-01-04,PAID,Paid,4696.78,194.42,1127.17,,Invalid or missing billing amount
BILL00022241,CUST000125,MTR000125,RP003,1701388800,2023-12-31,2024-01-05,2024-01-25,159.96,48.49,93.63,679.78,432.3,67.98,,1180.06,0.0,Auto Debit,2024-02-08,Paid,PARTIAL,4144.06,9.38,1315.23,2024-01-05 23:19:16,Invalid or missing billing amount
BILL00017950,CUST002976,MTR002976,RP001,2024-11-01,2024-11-30,2024-12-05,2024-12-15,107.98,52.58,61.19,393.89,391.1,39.39,,0.0,824.38,,,Overdue,,1689.71,182.19,257.0,2024-12-05 03:17:53,Invalid or missing billing amount
BILL00000345,CUST004638,MTR004638,RP004,01-11-2023,2023-11-30,2023-12-05,2023-12-23,7597.56,2605.01,3830.72,63179.26,237.82,-,,0.0,,,,Disputed,OVERDUE,3083.98,0,0,2023-12-05 06:40:06,Invalid or missing billing amount
BILL00000582,CUST003008,MTR003008,RP002,2024-06-01,2024-06-30,2024-07-05,2024-07-16,210.37,88.98,114.21,957.04,458.3,95.7,,1511.04,0.0,Bank Transfer,2024-07-28,Paid,Partial,1765.43,88.52,0,2024-07-05 02:45:46,Invalid or missing billing amount
BILL00014705,CUST002948,MTR002948,RP001,2024-07-01,2024-07-31,2024-08-05,2024-08-18,1877.18,642.97,1010.42,14556.03,217.53,1455.6,,16229.16,0.0,Cheque,2024-08-16,Paid,Disputed,2672.94,0,407.42,2024-08-05 11:02:12,Invalid or missing billing amount
BILL00006732,CUST004096,MTR004096,RP006,2024-11-01,2024-11-30,,2024-12-28,517.1,160.89,352.81,2995.35,258.74,299.54,,0.0,3553.63,,,,Disputed,21.67,0,745.84,2024-12-05 14:52:20,Invalid or missing billing amount
BILL00016205,CUST001563,MTR001563,-,2023-05-01,2023-05-31,2023-06-05,2023-06-27,366.17,122.87,205.08,1913.19,226.96,191.32,,2331.47,0.0,Mobile App,2023-07-03,Paid,Overdue,227.62,0,1058.52,2023-06-05 18:31:46,Invalid or missing billing amount
BILL00019604,CUST002160,MTR002160,RP005,2024-11-01,2024-11-30,2024-12-05,,418.77,158.03,275.0,2281.39,209.91,228.14,,2719.44,0.0,Bank Transfer,2025-01-02,Paid,Partial,3711.27,0,786.06,2024-12-05 12:34:57,Invalid or missing billing amount
BILL00001803,CUST004170,MTR004170,RP004,2024-01-01,2024-01-31,2024-02-05,2024-02-22,139.51,57.25,85.93,567.3,117.26,56.73,,741.3,0.0,Online,2024-02-08,Paid,Overdue,2873.71,118.2,389.8,,Invalid or missing billing amount
BILL00019091,CUST002375,MTR002375,RP005,2023-09-01,2023-09-30,2023-10-05,2023-10-19,206.11,,134.92,933.61,431.44,93.36,,1458.41,0.0,cheque,,Paid,Unpaid,3960.44,0,1261.46,,Invalid or missing billing amount
BILL00020997,CUST001984,MTR001984,RP006,2023-02-01,2023-02-28,2023-03-05,2023-03-26,264.63,79.95,157.99,1255.46,385.08,125.55,,1766.1,0.0,Auto Debit,,Paid,,3289.42,66.86,1225.78,2023-03-05 04:58:02,Invalid or missing billing amount
BILL00020632,CUST001458,MTR001458,RP002,2023-12-01,2023-12-31,,2024-01-19,275.11,112.1,181.68,1313.11,440.35,131.31,,1884.76,,Auto Debit,2024-01-12,Paid,Written Off,UNKNOWN,127.21,1073.37,2024-01-05 22:14:04,Invalid or missing billing amount
BILL00017311,,MTR002894,RP004,2023/01/01,2023-01-31,2023-02-05,2023-03-01,134.06,62.49,68.18,537.33,264.56,53.73,,855.62,0.0,Auto Debit,2023-02-24,Paid,Partial,3391.94,0,1247.49,2023-02-05 03:30:32,Invalid or missing billing amount
BILL00004412,CUST001677,MTR001677,RP003,2023-12-01,2023-12-31,2024-01-05,2024-01-26,321.46,112.25,208.26,1600.22,343.58,160.02,,0.0,2103.82,,,Generated,Written Off,2700.58,161.88,1509.93,2024-01-05 04:55:20,Invalid or missing billing amount
BILL00000078,CUST002997,MTR002997,RP005,2024-06-01,0,2024-07-05,2024-07-16,216.49,85.44,134.52,990.7,106.95,99.07,,1196.71,0.0,Auto Debit,2024-06-27,Paid,Overdue,2396.23,31.61,1667.46,2024-07-05 21:02:19,Invalid or missing billing amount
BILL00009928,CUST099132,MTR001117,0,2023-04-01,2023-04-30,2023-05-05,2023-05-30,231.91,81.91,118.94,1075.51,261.1,107.55,,0.0,1444.16,,,Overdue,Disputed,392.13,82.19,781.88,2023-05-05 12:28:10,Invalid or missing billing amount
BILL00019113,CUST004019,MTR004019,RP006,2024-12-01,2024-12-31,2025-01-05,2025-01-30,2365.31,1139.89,1467.4,18705.14,231.27,1870.51,,0.0,20806.92,,,Revised,Paid,2362.06,0,1361.09,2025-01-05 16:53:31,Invalid or missing billing amount
BILL00010461,CUST000718,MTR000718,RP002,2023-05-01,2023-05-31,2023-06-05,2023-06-19,713.63,304.17,458.71,4665.85,342.21,466.59,,5474.66,0.0,,2023-06-22,Paid,Overdue,4384.28,178.44,530.55,2023-06-05 15:40:41,Invalid or missing billing amount
BILL00003212,CUST001228,MTR001228,RP005,2024-11-01,2024-11-30,2024-12-05,2024-12-17,2155.67,698.41,1325.12,-,462.25,1692.32,,0.0,19077.76,,,Generated,Unpaid,991.52,0,0,2024-12-05 11:12:52,Invalid or missing billing amount
BILL00018054,CUST000175,MTR000175,RP006,2024-06-01,2024-06-30,2024-07-05,2024-07-19,288.84,118.55,159.65,1388.62,425.48,138.86,,0.0,1952.96,,,Overdue,Paid,3012.73,UNKNOWN,187.49,2024-07-05 21:47:07,Invalid or missing billing amount
BILL00000523,CUST002162,MTR002162,RP004,2024-12-01,31/12/2024,2025-01-05,2025-01-16,202.97,75.23,,916.34,413.31,91.63,,1421.28,0.0,Mobile App,2025-01-05,Paid,Overdue,1496.9,198.04,1144.8,2025-01-05 19:20:58,Invalid or missing billing amount
BILL00011462,CUST002746,MTR002746,RP003,2024-10-01,2024-10-31,2024-11-05,2024-11-27,202.8,81.34,134.34,915.4,350.72,91.54,,0.0,1357.66,,,Revised,OVERDUE,4542.98,57.56,0,2024-11-05 05:07:28,Invalid or missing billing amount
BILL00003760,CUST001318,MTR001318,RP005,-,2023-01-31,2023-02-05,2023-02-26,268.48,106.07,146.24,1276.64,432.95,127.66,,1837.25,0.0,Auto Debit,,Paid,Overdue,2633.96,70.2,1657.27,,Invalid or missing billing amount
BILL00004575,CUST001604,MTR001604,RP005,2023-02-01,2023-02-28,2023-03-05,2023-03-15,212.22,88.01,114.54,967.21,187.01,96.72,,1250.94,0.0,Online,2023-03-08,Paid,Overdue,172.15,0,548.75,2023-03-05 12:57:29,Invalid or missing billing amount
BILL00022841,CUST099963,,RP002,2024-09-01,2024-09-30,2024-10-05,2024-10-20,313.8,144.47,182.43,1546.6,202.33,154.66,,0.0,1903.59,,,Overdue,Disputed,3304.41,47.64,1824.42,,Invalid or missing billing amount
BILL00015148,CUST003902,MTR003902,,01-07-2024,2024-07-31,2024-08-05,2024-08-29,370.45,183.14,206.99,1943.15,396.17,194.31,,2533.63,0.0,Cheque,2024-09-02,Paid,Paid,3528.05,22.11,1010.07,2024-08-05 03:21:18,Invalid or missing billing amount
BILL00004294,CUST004599,MTR004599,RP001,2024-06-01,2024-06-30,,2024-07-17,274.48,133.44,170.65,1309.64,468.32,130.96,,1908.92,0.0,Cash,,Paid,Unpaid,1620.75,11.47,234.71,2024-07-05 18:44:44,Invalid or missing billing amount
BILL00020951,CUST001422,MTR001422,RP003,2023-04-01,2023-04-30,2023-05-05,2023-05-18,248.09,115.99,153.87,1164.49,497.89,116.45,,1778.83,0.0,Bank Transfer,2023-04-30,PAID,Overdue,1397.15,61.03,1844.66,2023-05-05 04:37:08,Invalid or missing billing amount
BILL00007601,CUST003115,MTR003115,RP001,2024-02-01,2024-02-29,2024-03-05,2024-03-22,2141.76,644.52,1122.6,,410.57,1680.5,,0.0,18896.03,,,Revised,Overdue,4639.16,,416.05,2024-03-05 03:29:39,Invalid or missing billing amount
BILL00021152,CUST001318,MTR001318,RP005,2023-02-01,2023-02-28,2023-03-05,2023-03-27,305.28,128.99,160.2,1486.96,358.35,148.7,,0.0,1994.01,,,Generated,Overdue,2871.45,12.36,1059.92,2023-03-05 14:36:03,Invalid or missing billing amount
BILL00011163,CUST002108,MTR002108,RP004,,2024-05-31,2024-06-05,2024-06-29,1956.33,805.27,1194.86,15228.81,301.9,1522.88,,17053.59,0.0,Bank Transfer,,PAID,Unpaid,832.54,0,633.16,2024-06-05 16:15:10,Invalid or missing billing amount
BILL00014067,CUST003012,MTR003012,RP002,2024-10-01,2024-10-31,2024-11-05,,265.77,131.26,175.23,1261.73,155.33,126.17,,1543.24,0.0,Bank Transfer,,Paid,,4540.55,91.08,,,Invalid or missing billing amount
BILL00007839,CUST001909,MTR001909,RP001,2023-09-01,2023-09-30,2023-10-05,2023-10-28,254.74,106.1,168.23,1201.07,309.26,120.11,,1630.44,0.0,Auto Debit,2023-10-27,Paid,,1543.95,117.96,1639.65,2023-10-05 20:05:43,Invalid or missing billing amount
BILL00017085,CUST004513,MTR004513,RP004,2023-03-01,2023-03-31,,2023-04-30,310.36,,,1522.52,120.9,152.25,,0.0,1795.67,,,Revised,Paid,2232.41,133.72,774.66,2023-04-05 20:45:45,Invalid or missing billing amount
BILL00008936,CUST003887,MTR003887,RP001,,30-11-2023,2023-12-05,2023-12-19,2624.83,,1365.47,20911.06,331.67,2091.11,,23333.84,0.0,Auto Debit,2023-12-29,Paid,Paid,UNKNOWN,0,192.0,2023-12-05 20:31:21,Invalid or missing billing amount
BILL00006044,CUST001624,MTR001624,RP005,2024-03-01,2024-03-31,2024-04-05,2024-04-22,2171.07,1013.35,1358.1,17054.1,-,1705.41,,0.0,18964.77,,,Overdue,Disputed,1942.23,0,499.46,2024-04-05 00:37:03,Invalid or missing billing amount
BILL00000619,CUST003218,MTR003218,RP003,2024-12-01,2024-12-31,2025-01-05,2025-01-16,206.55,74.79,124.01,936.03,400.16,93.6,,1429.79,0.0,Bank Transfer,2025-01-25,Paid,Overdue,964.38,85.15,1021.35,2025-01-05 23:59:47,Invalid or missing billing amount
BILL00024534,CUST000455,MTR000455,RP004,2024-03-01,2024-03-31,2024-04-05,2024-04-15,41247.19,16231.25,,349201.11,87.71,34920.11,,384208.94,0.0,Cash,,Paid,Written Off,4427.28,0,1058.66,2024-04-05 17:23:46,Invalid or missing billing amount
BILL00009719,CUST003887,MTR003887,RP001,2024-12-01,2024-12-31,2025-01-05,2025-01-20,2974.88,1035.94,1680.63,23886.48,171.93,,,0.0,26447.06,,,Overdue,Disputed,3730.99,0,424.03,2025-01-05 14:44:41,Invalid or missing billing amount
BILL00008073,CUST004476,MTR004476,RP006,,2024-10-31,2024-11-05,2024-11-25,,885.0,1111.57,13959.33,320.69,1395.93,,15675.95,,Cheque,2024-11-28,Paid,Paid,1134.34,0,827.03,2024-11-05 01:44:19,Invalid or missing billing amount
BILL00018438,CUST004849,MTR004849,RP005,2024-10-01,2024-10-31,2024-11-05,2024-11-22,2237.37,802.13,1385.09,17617.64,444.97,1761.76,,19824.37,0.0,Online,2024-11-28,Paid,0,4163.72,,881.48,2024-11-05 11:33:32,Invalid or missing billing amount
BILL00001894,CUST004020,MTR004020,RP006,2023-09-01,2023-09-30,2023-10-05,,242.46,77.37,156.35,1133.53,172.81,113.35,,1419.69,0.0,Cheque,2023-10-01,Paid,DISPUTED,51.79,166.12,800.45,2023-10-05 10:00:10,Invalid or missing billing amount
BILL00014994,CUST003273,MTR003273,RP003,2023-10-01,2023-10-31,2023-11-05,2023-11-16,291.6,119.02,147.15,1403.8,52.35,140.38,,1596.53,0.0,Online,2023-11-16,Paid,Written Off,3537.01,14.87,693.62,,Invalid or missing billing amount
BILL00023704,CUST000355,MTR000355,RP006,2024-06-01,2024-06-30,,2024-07-19,278.81,98.6,150.66,1333.45,421.29,133.35,,0.0,1888.09,,,Overdue,Partial,4682.68,105.1,689.26,2024-07-05 15:11:08,Invalid or missing billing amount
BILL00007490,CUST003746,MTR003746,RP004,01/06/2023,2023-06-30,2023-07-05,2023-07-21,292.53,146.03,174.34,1408.91,269.89,140.89,,1819.7,0.0,Cheque,2023-07-09,Paid,Overdue,4205.83,97.83,4.06,2023-07-05 02:34:33,Invalid or missing billing amount
BILL00005660,CUST003257,MTR003257,RP002,2023-03-01,,2023-04-05,2023-04-22,1874.78,663.16,1187.56,14535.63,150.41,1453.56,,16139.6,0.0,,2023-04-23,Paid,Unpaid,4324.58,0,1180.45,2023-04-05 06:18:48,Invalid or missing billing amount
BILL00019680,CUST003850,MTR003850,RP002,2023-01-01,2023-01-31,2023-02-05,2023-02-15,33673.76,10802.96,17550.41,284826.96,212.85,28482.7,,313522.51,0.0,Mobile App,2023-02-09,Paid,Written Off,1105.68,0,1757.45,2023-02-05 00:00:47,Invalid or missing billing amount
BILL00006645,CUST002823,MTR002823,RP003,2023-10-01,2023-10-31,2023-11-05,2023-11-24,224.97,98.95,147.81,1037.34,472.87,103.73,,1613.94,0.0,Cheque,2023-11-20,Paid,Paid,2236.93,175.36,1375.85,2023-11-05 18:18:20,Invalid or missing billing amount
BILL00018363,CUST000795,MTR000795,RP004,2024-09-01,2024-09-30,2024-10-05,2024-10-20,2578.68,859.02,1364.92,20518.78,257.89,2051.88,,0.0,22828.55,,,Overdue,Written Off,158.64,,1758.61,,Invalid or missing billing amount
BILL00017544,CUST004731,MTR004731,RP006,2024-07-01,2024-07-31,2024-08-05,,22604.23,8044.83,14570.82,190735.95,174.38,19073.6,,0.0,209983.94,,,Generated,Partial,3795.87,0,1432.78,2024-08-05 04:20:29,Invalid or missing billing amount
BILL00004124,CUST004113,MTR004113,RP005,2024-08-01,31/08/2024,2024-09-05,2024-09-21,295.0,103.98,168.86,1422.5,324.21,142.25,,1888.96,0.0,Cash,,Paid,Disputed,3181.31,181.7,170.41,2024-09-05 06:39:45,Invalid or missing billing amount
BILL00003828,,MTR004015,RP001,0,2023-07-31,,2023-08-18,294.58,115.44,192.83,1420.19,340.8,142.02,,0.0,,,,Overdue,Written Off,2336.87,UNKNOWN,611.55,2023-08-05 21:02:27,Invalid or missing billing amount
BILL00024956,CUST001016,MTR001016,RP004,2023-07-01,2023-07-31,2023-08-05,2023-08-25,2714.31,1217.28,1518.44,21671.63,450.83,2167.16,,24289.62,0.0,Cash,2023-08-17,Paid,disputed,1649.96,0,1903.21,2023-08-05 05:14:24,Invalid or missing billing amount
BILL00017990,CUST000733,MTR000733,RP006,2024-01-01,2024-01-31,2024-02-05,2024-02-24,193.92,85.38,125.49,866.56,421.62,86.66,,1374.84,0.0,Online,2024-02-19,Paid,Disputed,2506.72,40.2,65.46,2024-02-05 11:05:40,Invalid or missing billing amount
BILL00007636,CUST003949,MTR003949,RP002,2023/02/01,2023-02-28,2023-03-05,2023-03-23,290.04,97.77,163.65,1395.22,342.48,139.52,,1877.22,0.0,Cash,2023-03-05,Paid,Disputed,4544.31,32.03,485.92,,Invalid or missing billing amount
BILL00018677,CUST002832,MTR002832,RP006,2023-03-01,2023-03-31,2023-04-05,2023-04-21,251.63,76.39,173.33,-,145.61,118.4,,1447.97,0.0,Cash,2023-04-20,Paid,Partial,57.77,199.9,813.91,2023-04-05 00:22:37,Invalid or missing billing amount
BILL00000361,CUST003832,MTR003832,RP005,-,2023-01-31,2023-02-05,2023-02-18,256.8,89.27,170.5,1212.4,433.33,121.24,,,1766.97,,,Generated,Written Off,4309.55,3.97,1108.2,2023-02-05 05:53:43,Invalid or missing billing amount
BILL00013406,CUST001011,MTR001011,RP002,2024-02-01,2024-02-29,2024-03-05,2024-03-22,128.14,49.74,77.92,504.77,454.17,50.48,,1009.42,0.0,Online,2024-03-12,Paid,Disputed,2300.88,0,783.46,2024-03-05 18:12:05,Invalid or missing billing amount
BILL00006219,CUST001491,MTR001491,RP001,0,2023-10-31,2023-11-05,2023-11-22,236.98,97.44,158.25,1103.39,267.58,110.34,,1481.31,0.0,Auto Debit,2023-11-09,Paid,Paid,4386.99,197.06,1519.49,,Invalid or missing billing amount
BILL00004770,CUST001113,MTR001113,RP001,2024-06-01,2024-06-30,,2024-07-18,25344.83,10750.09,14283.23,214031.06,421.79,0,,0.0,235855.96,,,Disputed,Unpaid,847.54,0,1780.78,2024-07-05 21:32:04,Invalid or missing billing amount
BILL00015219,CUST002155,MTR002155,0,2024-09-01,2024-09-30,2024-10-05,2024-10-27,105.38,48.21,67.76,379.59,91.97,37.96,,0.0,509.52,,,Overdue,Unpaid,1071.96,0,1929.44,2024-10-05 03:01:45,Invalid or missing billing amount
BILL00007188,CUST004715,MTR004715,RP004,2023-01-01,31-01-2023,2023-02-05,2023-02-15,308.57,153.49,172.92,1509.99,323.72,151.0,,1984.71,0.0,Auto Debit,2023-02-14,Paid,Partial,2000.36,15.87,1579.13,2023-02-05 22:48:38,Invalid or missing billing amount
BILL00024940,CUST001835,MTR001835,RP003,2023-04-01,2023-04-30,2023-05-05,2023-05-23,"361,06",180.02,250.55,1877.42,442.67,187.74,,2507.83,0.0,Auto Debit,2023-05-22,Paid,Overdue,2335.92,10.7,332.85,2023-05-05 04:32:52,Invalid or missing billing amount
BILL00023670,CUST000576,MTR000576,RP005,2024-07-01,2024-07-31,2024-08-05,2024-08-27,20950.41,9768.96,10893.3,176678.48,111.45,17667.85,,0.0,194457.78,,,Overdue,Paid,747.71,0,69.76,2024-08-05 05:15:11,Invalid or missing billing amount
BILL00023776,CUST003617,MTR003617,RP005,2024-06-01,2024-06-30,,2024-07-17,189.21 kWh,93.23,128.57,840.65,373.26,84.07,,1297.99,0.0,Cheque,2024-07-31,Paid,Paid,745.33,177.9,45.06,2024-07-05 05:11:25,Invalid or missing billing amount
BILL00008958,CUST003204,MTR003204,RP005,2023-03-01,2023-03-31,2023-04-05,,279.67,119.36,160.86,1338.18,462.76,133.82,,1934.76,0.0,Mobile App,2023-04-14,Paid,Written Off,380.92,96.97,1502.07,2023-04-05 20:00:07,Invalid or missing billing amount
BILL00003894,CUST000042,MTR000042,RP005,2024-09-01,2024-09-30,2024-10-05,2024-10-16,130.08,48.03,90.78,515.44,225.71,51.54,,0.0,792.69,,,Revised,Unpaid,2423.09,93.63,60.28,2024-10-05 08:07:04,Invalid or missing billing amount
BILL00021997,CUST001258,MTR001258,RP004,2023-12-01,2023-12-31,,2024-01-25,687.49,292.93,474.11,4443.66,200.78,444.37,,0.0,5088.81,,,Generated,Written Off,2085.11,,191.8,2024-01-05 13:46:29,Invalid or missing billing amount
BILL00012080,CUST000216,MTR000216,RP003,2023-06-01,2023-06-30,2023-07-05,2023-07-17,302.16,115.4,202.47,1465.12,466.45,-,,2078.08,0.0,Cheque,2023-07-21,Paid,Disputed,3969.96,132.19,692.25,2023-07-05 01:11:11,Invalid or missing billing amount
BILL00010887,CUST001639,MTR001639,RP001,2024-09-01,2024-09-30,2024-10-05,2024-10-29,246.64,100.73,143.73,1156.52,494.46,115.65,,1766.63,0.0,Cash,2024-11-05,Paid,Disputed,4712.94,136.23,1228.6,2024-10-05 12:03:06,Invalid or missing billing amount
BILL00014591,CUST001667,MTR001667,RP001,2024-11-01,2024-11-30,2024-12-05,2024-12-22,222.79,93.86,115.81,1025.34,112.85,102.53,,1240.72,0.0,Bank Transfer,2024-12-26,Paid,,0,19.38,1166.69,2024-12-05 04:58:53,Invalid or missing billing amount
BILL00006547,CUST002207,MTR002207,RP005,2023-04-01,2023-04-30,2023-05-05,2023-05-23,300.73,99.73,163.79,1455.11,208.64,145.51,,0.0,1809.26,,,Generated,Partial,3194.07,151.37,,,Invalid or missing billing amount
BILL00011010,CUST002997,MTR002997,RP005,2024-07-01,2024-07-31,2024-08-05,2024-08-29,102.18,39.16,56.67,361.99,395.42,36.2,,793.61,0.0,Cheque,2024-09-07,Paid,Paid,2710.76,7.12,1416.87,2024-08-05 07:45:04,Invalid or missing billing amount
BILL00001120,CUST000613,MTR000613,RP002,2024-08-01,2024-08-31,2024-09-05,2024-09-24,93.31,32.33,59.52,326.59,162.59,32.66,,0.0,521.84,,,generated,,4304.4,,1602.81,2024-09-05 02:54:09,Invalid or missing billing amount
BILL00017732,CUST001524,MTR001524,-,2023-07-01,2023-07-31,2023-08-05,2023-08-22,244.13,92.84,166.54,1142.71,342.71,114.27,,1599.69,0.0,Mobile App,2023-09-05,Paid,Disputed,4827.4,27.77,1298.42,2023-08-05 22:35:34,Invalid or missing billing amount
BILL00016349,CUST000554,MTR000554,RP001,2024-04-01,2024-04-30,2024-05-05,,168.9,55.39,114.62,728.95,196.9,72.9,,998.75,0.0,Bank Transfer,2024-05-15,Paid,Paid,3812.19,70.32,1473.9,2024-05-05 21:29:13,Invalid or missing billing amount
BILL00005452,CUST001107,MTR001107,,2023-07-01,2023-07-31,2023-08-05,2023-08-22,838.21,,487.73,5724.78,178.66,572.48,,6475.92,,Mobile App,2023-08-29,Paid,Paid,805.43,191.69,UNKNOWN,2023-08-05 04:27:10,Invalid or missing billing amount
BILL00012672,CUST004515,MTR004515,RP005,2023-06-01,2023-06-30,2023-07-05,2023-07-22,2575.05,,1368.25,20487.93,450.27,2048.79,,0.0,22986.98,,,Overdue,Disputed,2085.24,0,1042.76,2023-07-05 20:53:28,Invalid or missing billing amount
BILL00018001,CUST001207,MTR001207,RP004,2023-10-01,2023-10-31,2023-11-05,2023-11-21,327.48,134.3,209.1,1642.36,73.52,164.24,,1880.12,0.0,Bank Transfer,2023-11-07,Paid,Overdue,1050.26,79.84,1065.69,2023-11-05 21:43:27,Invalid or missing billing amount
BILL00001402,CUST003658,MTR003658,RP002,2024-06-01,2024-06-30,2024-07-05,2024-07-24,"20207,48",9245.24,13077.3,170363.58,219.6,17036.36,,0.0,187619.54,,,Overdue,0,2695.53,0,643.36,2024-07-05 23:51:33,Invalid or missing billing amount
BILL00001511,CUST001794,MTR001794,RP006,,2023-05-31,2023-06-05,2023-06-15,292.78,120.08,189.85,1410.29,129.43,141.03,,0.0,1680.75,,,Sent,Disputed,1842.28,-,425.63,2023-06-05 03:08:26,Invalid or missing billing amount
BILL00001289,CUST000813,MTR000813,RP005,2023-11-01,2023-11-30,2023-12-05,2023-12-27,434.47,146.51,,2391.29,81.84,239.13,,2712.26,0.0,Cash,2023-12-26,Paid,Overdue,4273.02,0,977.29,2023-12-05 12:47:10,Invalid or missing billing amount
BILL00010440,CUST004024,MTR004024,RP002,2023-11-01,2023-11-30,2023-12-05,2023-12-15,285.03,129.81,197.77,1367.66,108.08,136.77,,1612.52,0.0,Cheque,2023-12-16,Paid,Unpaid,844.1,,752.82,2023-12-05 04:51:37,Invalid or missing billing amount
BILL00014728,CUST000540,MTR000540,RP002,2023-11-01,2023-11-30,,2023-12-23,188.96,73.38,103.58,839.28,431.33,83.93,,0.0,,,,Overdue,Written Off,,179.34,1814.07,,Invalid or missing billing amount
BILL00011460,CUST003129,MTR003129,RP006,2024-06-01,2024-06-30,2024-07-05,2024-07-21,122.18,60.87,62.53,471.99,107.49,47.2,,626.68,0.0,Mobile App,2024-07-08,Paid,Unpaid,3411.42,137.49,278.03,2024-07-05 13:31:53,Invalid or missing billing amount
BILL00021434,CUST001959,MTR001959,RP004,2024-02-01,2024-02-29,2024-03-05,,36123.61,12251.84,22426.01,305650.68,240.03,30565.07,,336455.79,0.0,cash,2024-03-10,Paid,Written Off,1600.97,0,1980.71,2024-03-05 05:53:11,Invalid or missing billing amount
BILL00010841,CUST002156,MTR002156,RP006,2024-07-01,2024-07-31,2024-08-05,2024-08-30,236.65,108.11,125.2,UNKNOWN,185.18,110.16,,1396.91,0.0,Auto Debit,2024-09-09,Paid,Written Off,978.8,7.03,995.61,2024-08-05 04:15:58,Invalid or missing billing amount
BILL00017992,CUST004618,MTR004618,RP002,2024-04-01,2024-04-30,2024-05-05,2024-05-30,2129.65,889.61,1262.29,16702.03,369.07,1670.2,,0.0,18741.29,,,Disputed,Disputed,965.95,0,60.01,2024-05-05 13:49:04,Invalid or missing billing amount
BILL00008164,CUST001573,MTR001573,RP006,2024-04-01,2024-04-30,,2024-05-19,1967.11,981.69,1299.35,15320.43,300.11,1532.04,,0.0,17152.58,,,Generated,Paid,1227.7,0,1435.08,2024-05-05 02:24:52,Invalid or missing billing amount
BILL00014079,CUST003226,,RP001,2024-09-01,2024-09-30,2024-10-05,,126.9,58.48,72.39,497.95,201.64,49.8,,749.39,0.0,AUTO DEBIT,2024-10-08,Paid,Overdue,4838.28,166.88,1791.18,2024-10-05 17:26:14,Invalid or missing billing amount
BILL00003962,CUST001217,MTR001217,RP006,2024-01-01,2024-01-31,2024-02-05,2024-02-29,0,1167.46,1342.65,19174.42,369.0,1917.44,,0.0,21460.86,,,Revised,Disputed,1645.53,0,1534.45,2024-02-05 18:23:30,Invalid or missing billing amount
BILL00014638,CUST003805,MTR003805,RP004,2023-12-01,2023-12-31,2024-01-05,,95.75,34.38,0,335.12,136.08,33.51,,0.0,504.71,,,Overdue,Unpaid,434.14,0,1051.09,2024-01-05 02:04:19,Invalid or missing billing amount
BILL00023082,CUST001234,MTR001234,0,0,2023-09-30,2023-10-05,2023-10-22,215.23,95.57,107.99,983.76,414.68,98.38,,0.0,1496.83,,,Disputed,Written Off,2010.31,154.65,1452.79,2023-10-05 17:19:38,Invalid or missing billing amount
BILL00003780,CUST099818,,,2023-07-01,2023-07-31,2023-08-05,2023-08-19,237.5,-,127.26,1106.25,448.7,110.62,,0.0,1665.57,,,Disputed,Unpaid,2266.21,141.97,1785.73,2023-08-05 22:48:24,Invalid or missing billing amount
BILL00002894,CUST003586,MTR003586,RP004,2024-05-01,2024-05-31,2024-06-05,2024-06-23,92.25 kWh,44.21,59.08,322.88,267.25,32.29,,0.0,622.42,,,Generated,Disputed,1716.49,41.81,313.74,,Invalid or missing billing amount
BILL00021419,CUST003507,,RP001,2023-06-01,2023-06-30,2023-07-05,2023-07-29,168.42,68.91,102.91,726.31,231.93,72.63,,1030.87,0.0,Online,,Paid,Disputed,2015.13,196.35,,2023-07-05 18:10:00,Invalid or missing billing amount
