read_id,meter_id,customer_id,read_timestamp,read_type,units_consumed,cumulative_reading,voltage_v,current_a,power_factor,peak_demand_kw,reactive_units_kvar,tamper_flag,outage_flag,quality_flag,created_at,rejection_reason
RD00009480,MTR003197,CUST003197,2022-05-08 02:41:59,Automatic,,14081.06,240.2,4.32,0.886,3.866,0.1183,0,0,Suspect,,Invalid or missing units consumed
RD00014443,MTR004977,CUST004977,2022-08-17 23:27:23,Estimated,,412961.23,216.1,2.17,0.995,50.134,1.7595,0,,Good,2022-08-17 23:42:23,Invalid or missing units consumed
RD00036213,MTR003611,CUST003611,2024-07-10 15:42:04,Automatic,,441152.79,239.5,38.3,0.901,5.13,0.3314,0,0,Good,2024-07-10 16:05:04,Invalid or missing units consumed
RD00021915,MTR002125,CUST002125,2022-10-12 00:07:07,Estimated,,172.12266,233.5,39.96,0.989,2.466,0.0934,0,0,Good,2022-10-12 00:10:07,Invalid or missing units consumed
RD00029935,MTR004367,CUST004367,,Automatic,,250724.99,248.0,44.57,0.962,6.088,0.4636,0,0,Good,2023-11-21 17:19:14,Invalid or missing units consumed
RD00000268,MTR004584,CUST004584,2022-09-05 11:49:46,Manual,,279493.01,246.9,22.76,0.782,7.788,0.3108,0,0,Good,2022-09-05 11:57:46,Invalid or missing units consumed
RD00030575,MTR002287,CUST002287,2024-12-07 19:23:01,Automatic,,478806.49,229.1,27.37,,771.287,50.6827,0,0,Good,2024-12-07 19:44:01,Invalid or missing units consumed
RD00006567,MTR002016,CUST002016,2024-05-31 10:08:42,Manual,,133965.54,238.9,39.33,0.724,307.371,30.1717,0,0,Good,2024-05-31 10:35:42,Invalid or missing units consumed
RD00041346,MTR002890,CUST002890,,Automatic,,406615.08,224.9,43.5,0.955,,0.2499,0,0,Good,2024-02-21 07:46:14,Invalid or missing units consumed
RD00029720,MTR001692,CUST001692,2022-09-20 16:07:02,Automatic,,80147.65,239.3,10.79,0.846,6.217,0.4463,0,0,-,2022-09-20 16:14:02,Invalid or missing units consumed
RD00029266,MTR002122,CUST002122,2023-09-20 04:01:57,Automatic,,72429.35,225.4,12.02,0.818,8.885,0.5941,0,0,Good,2023-09-20 04:09:57,Invalid or missing units consumed
RD00013194,MTR000470,CUST000470,,Automatic,,99493.86,239.2,8.74,0.887,14.947,0.8244,0,0,Good,2024-04-19 18:59:53,Invalid or missing units consumed
RD00007358,MTR004067,CUST004067,2022-05-14 22:41:35,Automatic,,327465.22,218.8,46.31,0.719,155.432,4.4058,0,0,Good,2022-05-14 23:04:35,Invalid or missing units consumed
RD00023192,MTR000999,CUST000999,2023-05-19 03:47:16,,,393272.55,,5.37,0.802,706.534,22.7785,0,0,Good,,Invalid or missing units consumed
RD00043749,MTR000101,CUST000101,2022-01-05 19:20:35,Automatic,,429.32793,246.3,29.6,0.757,1.088,0.0869,0,0,Estimated,2022-01-05 19:21:35,Invalid or missing units consumed
RD00040602,MTR003974,CUST003974,2022-12-30 16:02:58,Automatic,,386158.05,215.6,11.55,0.891,9.593,0.5713,0,0,Good,2022-12-30 16:17:58,Invalid or missing units consumed
RD00002823,MTR004760,CUST004760,2024-01-25 16:28:01,Automatic,,400474.03,219.0,4.95,0.907,4.743,0.1098,0,0,Good,2024-01-25 16:55:01,Invalid or missing units consumed
RD00038510,MTR001026,CUST001026,2023-03-25 12:26:14,Automatic,,412131.68,220.2,14.41,0.722,81.918,5.532,0,0,Good,2023-03-25 12:44:14,Invalid or missing units consumed
RD00019438,MTR000592,CUST000592,,Automatic,,327717.35,252.4,8.62,0.827,14.771,0.7073,0,0,Good,2024-05-02 06:30:27,Invalid or missing units consumed
RD00003012,MTR003286,CUST003286,2022-05-03 23:00:17,Manual,,77954.26,239.3,33.13,0.893,2.569,0.0726,0,0,Suspect,2022-05-03 23:08:17,Invalid or missing units consumed
RD00043088,MTR002104,CUST002104,2024-06-18 19:41:13,Manual,,118070.29,220.1,0.42,0.948,7.057,0.0,0,0,Estimated,2024-06-18 19:42:13,Invalid or missing units consumed
RD00029595,MTR001247,CUST001247,2022-08-05 09:21:30,Automatic,,446539.37,UNKNOWN,29.78,0.978,6.637,0.2207,0,0,Good,2022-08-05 09:34:30,Invalid or missing units consumed
RD00013924,MTR000560,CUST000560,2023-11-19 04:51:07,UNKNOWN,,47472.73,210.5,49.61,0.747,11.729,0.5199,0,0,Good,2023-11-19 05:07:07,Invalid or missing units consumed
RD00016396,MTR003676,CUST003676,2022-02-13 03:55:02,Automatic,,275943.48,213.0,34.31,0.825,5.085,0.2515,0,0,Good,2022-02-13 04:05:02,Invalid or missing units consumed
RD00046049,MTR004176,CUST004176,2023-03-31 01:56:31,Automatic,,164812.12,237.3,4.38,0.795,1.916,0.1093,0,0,UNKNOWN,2023-03-31 02:20:31,Invalid or missing units consumed
RD00001394,MTR002169,CUST002169,2022-03-24 05:49:37,Automatic,,56476.06,227.2,17.94,0.783,4.577,0.2982,0,0,Good,2022-03-24 06:02:37,Invalid or missing units consumed
RD00042342,MTR001384,CUST001384,2024-07-10 07:21:53,Estimated,,413430.79,234.4,3.6,0.999,12.204,0.0,0,0,Good,2024-07-10 07:49:53,Invalid or missing units consumed
RD00010751,MTR000388,CUST000388,2022-11-12 16:45:38,Automatic,,64143.08,238.0,40.87,0.892,,22.7339,0,0,Good,2022-11-12 16:54:38,Invalid or missing units consumed
RD00036692,MTR001429,CUST001429,2023-10-03 01:11:23,Automatic,,415303.96,230.8,27.36,0.939,25.538,1.5187,,0,Good,2023-10-03 01:33:25,Invalid or missing units consumed
RD00001648,MTR001752,CUST001752,2023-01-31 00:22:02,Manual,,241357.32,252.1,42.1,0.86,2.814,0.2345,0,0,Suspect,2023-01-31 00:33:02,Invalid or missing units consumed
RD00000729,MTR003956,CUST003956,2022-07-08 11:04:21,Automatic,,214546.55,205.0,14.46,0.7,9.07,,0,0,Good,2022-07-08 11:27:21,Invalid or missing units consumed
RD00011072,MTR000294,CUST000294,2023-10-04 23:02:39,Automatic,,162615.12,233.1,48.56,0.94,4.023,0.1804,0,0,Invalid,2023-10-04 23:22:39,Invalid or missing units consumed
RD00002041,MTR000662,CUST000662,2022-08-01 03:38:24,Automatic,,217489.39,224.6,43.06,0.884,5.602,0.4005,0,0,Good,2022-08-01 03:41:24,Invalid or missing units consumed
RD00009066,MTR001933,CUST001933,2023-01-18 11:30:34,Automatic,,243290.58,252.8,31.61,0.886,0.0,0.1202,0,0,Good,2023-01-18 11:59:34,Invalid or missing units consumed
RD00024265,MTR001180,CUST001180,2023-11-18 18:05:21,Automatic,,437507.27,227.3,4.49,,39.762,2.3531,0,1,Estimated,2023-11-18 18:06:21,Invalid or missing units consumed
RD00007066,MTR002245,CUST002245,,Estimated,,460071260.0,219.3,27.96,0.902,0.0,0.1803,0,0,Good,2022-08-03 13:44:55,Invalid or missing units consumed
RD00047535,MTR000794,CUST000794,2022-11-22 16:50:30,Automatic,,422303.65,UNKNOWN,6.16,0.738,0.0,0.283,0,0,Suspect,,Invalid or missing units consumed
RD00007344,MTR001026,CUST001026,2023-04-30 12:53:30,Automatic,,36488.45,219.8,18.29,0.935,16.328,0.4212,0,0,Good,2023-04-30 12:56:30,Invalid or missing units consumed
RD00016555,MTR001918,CUST001918,2023-01-26 05:46:21,Automatic,,139538.52,222.4,4.48,0.895,2.589,0.1226,0,0,Good,2023-01-26 05:50:21,Invalid or missing units consumed
RD00044427,MTR001129,CUST001129,2024-08-03 14:03:51,automatic,,73380.37,210.1,,0.777,27.376,2.2712,0,1,Good,2024-08-03 14:23:51,Invalid or missing units consumed
RD00042106,MTR003342,CUST003342,2022-03-04 02:28:20,Automatic,,44542.9,237.4,45.87,0.841,8.33,1.0432,0,0,Good,2022-03-04 02:42:20,Invalid or missing units consumed
RD00001956,MTR003716,CUST003716,2022-08-05 18:33:56,Automatic,,175670.56,227.5,2.62,0.816,82.319,5.1438,1,0,Good,2022-08-05 18:59:56,Invalid or missing units consumed
RD00046835,MTR000281,CUST000281,,Automatic,,379180.28,-,27.48,0.739,39.345,0.8711,0,0,Good,2024-05-05 07:06:53,Invalid or missing units consumed
RD00007310,MTR003282,CUST003282,2022-08-09 02:52:17,Automatic,,281756.82,228.0,8.36,0.805,20.322,0.6316,0,0,Good,,Invalid or missing units consumed
RD00039051,MTR000585,CUST000585,2023-01-31 22:25:01,Automatic,,78851.77,222.1,,0.948,29.574,2.153,0,0,Good,2023-01-31 22:45:01,Invalid or missing units consumed
RD00023327,MTR004759,CUST004759,2023-10-09 15:01:50,Revised,,57662.14,219.0,12.92,0.964,7.184,0.4005,0,0,Good,2023-10-09 15:30:50,Invalid or missing units consumed
RD00030094,MTR004095,CUST004095,2024-09-07 15:54:07,Revised,,25078.49,237.0,39.48,0.762,25.47,0.6109,0,1,Suspect,2024-09-07 15:58:07,Invalid or missing units consumed
RD00043704,MTR001564,CUST001564,2022-09-26 12:02:20,Revised,,57497.74,229.6,3.82,0.777,13.116,0.6083,0,0,invalid,2022-09-26 12:19:20,Invalid or missing units consumed
RD00041387,MTR004502,CUST004502,2023-11-19 11:11:34,automatic,,229019.43,229.9,19.89,0.723,4.728,0.3683,0,0,Good,2023-11-19 11:26:34,Invalid or missing units consumed
RD00042832,MTR000733,CUST000733,2022-03-06 22:33:02,Automatic,,336935.54,UNKNOWN,36.21,0.886,8.093,0.4163,0,0,Good,2022-03-06 22:41:02,Invalid or missing units consumed
RD00038365,MTR000528,CUST000528,2023-11-08 17:54:54,Automatic,,493788.53,224.5,47.18,0.837,107.609,2.7594,0,0,Good,2023-11-08 18:02:54,Invalid or missing units consumed
RD00048583,MTR002342,CUST002342,2022-08-29 19:36:38,-,,,245.7,6.82,0.824,3.757,0.1709,0,0,Good,2022-08-29 19:56:38,Invalid or missing units consumed
RD00020048,MTR002060,CUST002060,2024-06-01 02:32:06,Automatic,,443642.27,232.8,26.39,0.809,51.732,,0,0,Good,2024-06-01 02:34:06,Invalid or missing units consumed
RD00039686,MTR000939,CUST000939,2022-11-20 22:28:37,Automatic,,148378.53,229.2,48.58,0.785,46.417,0.9716,0,0,Good,2022-11-20 22:47:37,Invalid or missing units consumed
RD00009502,MTR001490,CUST001490,2024-03-06 12:52:06,Estimated,,463456.81,215.8,21.47,0.992,6.529,0.3269,0,0,Suspect,2024-03-06 13:15:06,Invalid or missing units consumed
RD00012629,MTR003271,CUST003271,2024-04-23 13:26:45,Automatic,,109125.26,230.7,48.74,0.84,1.836,,0,0,Suspect,2024-04-23 13:49:45,Invalid or missing units consumed
RD00009100,MTR004603,CUST004603,2024-12-11 14:32:37,automatic,,211830.69,213.3,37.56,0.926,3.374,0.371,,0,Good,2024-12-11 15:02:37,Invalid or missing units consumed
RD00045245,MTR002031,CUST002031,2023-09-27 16:57:14,Automatic,,297982.05,231.7,13.02,0.974,5.946,0.132,0,1,Good,2023-09-27 17:12:14,Invalid or missing units consumed
RD00033751,MTR003847,CUST003847,2023-05-24 02:25:27,Manual,,315937.95,222.8,46.21,,1145.134,71.8692,0,0,Estimated,2023-05-24 02:37:27,Invalid or missing units consumed
RD00046110,MTR002809,CUST002809,,Automatic,,453327.2,216.8,14.79,0.826,2.586,0.0829,0,0,Good,2023-12-27 01:49:54,Invalid or missing units consumed
RD00036086,MTR001005,CUST001005,2024-09-18 01:35:02,Automatic,,59067.87,235.7,22.48,0.713,14.879,0.4715,0,0,Good,2024-09-18 01:49:02,Invalid or missing units consumed
RD00038489,MTR001536,CUST001536,,Manual,,69077.3,226.7,,0.869,2.672,0.0878,0,0,Good,2024-12-06 10:25:57,Invalid or missing units consumed
RD00001205,MTR002741,CUST002741,2023-06-12 11:25:55,automatic,,210136.95,209.4,11.93,0.918,,0.4564,0,0,Good,,Invalid or missing units consumed
RD00036849,MTR000038,CUST000038,2024-05-30 16:22:57,Automatic,,56000.78,211.0,44.02,0.767,7.672,0.806,0,0,Good,2024-05-30 16:42:57,Invalid or missing units consumed
RD00000647,MTR099010,CUST004784,2023-12-30 07:06:08,Automatic,,65006.43,216.9,41.57,0.751,,2.2161,0,0,Good,2023-12-30 07:29:08,Invalid or missing units consumed
RD00012693,MTR000215,CUST000215,2023-07-14 04:15:56,Automatic,,161944.65,226.6,3.51,0.966,39.331,2.4776,0,0,Good,2023-07-14 04:25:56,Invalid or missing units consumed
RD00010774,MTR004422,CUST004422,2024-01-23 15:29:01,Revised,,422705.01,230.1,41.18,0.899,499.676,58.2669,0,0,Good,2024-01-23 15:30:01,Invalid or missing units consumed
RD00000132,MTR000921,CUST000921,2024-09-24 04:33:42,Automatic,,157032.09,235.3,16.79,0.822,,0.3329,,0,Good,2024-09-24 04:35:42,Invalid or missing units consumed
RD00024266,MTR000313,CUST000313,2023-10-22 20:16:10,Automatic,,25249.86,218.1,10.68,0.781,5.704,0.4722,0,0,Good,2023-10-22 20:20:41,Invalid or missing units consumed
RD00006642,MTR001961,CUST001961,2024-06-29 00:01:27,Automatic,,250845.52,214.1,0.84,0.703,0.727,0.0324,0,0,Good,,Invalid or missing units consumed
RD00019820,MTR004050,CUST004050,2022-06-01 10:04:34,Estimated,,341827.29,229.1,34.54,0.818,818.805,49.1611,0,-,Good,2022-06-01 10:13:34,Invalid or missing units consumed
RD00027951,MTR001764,CUST001764,2023-04-03 11:44:35,Automatic,,472650.81,231.6,47.53,0.89,580.801,32.9523,0,0,Estimated,,Invalid or missing units consumed
RD00003448,MTR000244,CUST000244,2023-10-16 16:57:16,Automatic,,455617.15,,7.94,0.987,31.449,1.202,0,0,Estimated,2023-10-16 17:03:16,Invalid or missing units consumed
RD00048017,MTR001465,CUST001465,2023-02-11 23:04:55,Automatic,,111032.78,236.3,22.31,0.937,1.16,0.0669,0,0,Good,2023-02-11 23:23:55,Invalid or missing units consumed
RD00003618,MTR003175,CUST003175,2022-06-16 22:43:04,Automatic,,341172.63,230.1,,0.745,205.808,11.6272,0,0,Good,2022-06-16 23:12:04,Invalid or missing units consumed
RD00017661,MTR003772,CUST003772,2022-04-25 07:57:27,Automatic,,155009.42,246.5,40.99,0.971,299.941,10.2478,0,1,Good,2022-04-25 08:23:27,Invalid or missing units consumed
RD00001686,MTR004938,CUST004938,2022-04-14 17:45:38,Automatic,,64666.19,237.4,6.37,0.77,24.217,0.6816,0,0,Good,2022-04-14 17:51:38,Invalid or missing units consumed
RD00040233,MTR004484,CUST004484,2024-07-04 00:54:41,Automatic,,372661.24,236.5,49.01,0.907,1.662,0.1135,0,0,Good,2024-07-04 00:55:41,Invalid or missing units consumed
RD00008539,MTR004702,CUST004702,2024-09-29 01:04:28,Automatic,,494959.9,232.3,0.0,0.879,7.831,0.3416,0,0,Good,,Invalid or missing units consumed
RD00048492,MTR002439,CUST002439,2022-12-15 18:43:27,Automatic,,235398.0,248.1,23.61,0.872,11.307,0.5673,0,,Good,2022-12-15 18:45:27,Invalid or missing units consumed
RD00003780,MTR001405,CUST001405,,Automatic,,61152.47,237.8,7.26,0.755,128.706,8.7374,0,0,Good,2024-10-16 10:04:57,Invalid or missing units consumed
RD00043848,MTR001374,CUST001374,2023-02-11 05:42:56,Automatic,,294927.57,222.5,46.15,0.886,31.104,1.0435,0,0,Good,2023-02-11 05:57:56,Invalid or missing units consumed
RD00017549,MTR000520,CUST000520,2024-05-13 01:24:35,Automatic,,205357.51,UNKNOWN,28.35,0.898,14.362,0.7026,0,0,Good,2024-05-13 01:38:35,Invalid or missing units consumed
RD00034388,MTR003091,CUST003091,2024-05-11 19:48:39,Estimated,,23781.41,231.0,46.01,0.977,10.89,1.38,0,0,Good,2024-05-11 20:00:39,Invalid or missing units consumed
RD00045426,MTR001902,CUST001902,2022-11-04 20:10:41,AUTOMATIC,,110.86074,223.2,12.26,0.763,464.393,55.5461,0,0,Good,2022-11-04 20:25:41,Invalid or missing units consumed
RD00012808,MTR001617,CUST001617,2023-09-28 09:48:04,Revised,,377840.19,,48.71,0.722,32.735,0.0,0,0,Good,2023-09-28 10:18:04,Invalid or missing units consumed
RD00037654,MTR004787,CUST004787,2023-10-07 17:27:59,Automatic,,324012.15,222.7,,0.729,27.952,,0,0,Good,2023-10-07 17:56:59,Invalid or missing units consumed
RD00033546,MTR004324,CUST004324,2024-12-06 23:21:39,Automatic,,66291.22,224.1,46.56,0.738,1.99,0.1204,0,0,Good,2024-12-06 23:44:39,Invalid or missing units consumed
RD00033250,MTR000140,CUST000140,2023-07-14 05:27:39,Automatic,,,229.0,15.82,0.774,1.447,0.1129,0,0,Good,2023-07-14 05:40:39,Invalid or missing units consumed
RD00020695,MTR001499,CUST001499,2023-07-17 03:38:17,Automatic,,430256.72,237.5,24.92,0.828,1.913,0.1636,0,0,Good,2023-07-17 03:53:17,Invalid or missing units consumed
RD00014728,MTR000773,CUST000773,,Automatic,,353897.58,232.5,37.65,0.843,1.368,0.0,,0,Good,2024-08-28 12:14:45,Invalid or missing units consumed
RD00007565,MTR004166,CUST004166,2024-12-13 08:01:57,Automatic,,157504.39,0,27.96,0.928,17.045,0.8944,0,0,Good,2024-12-13 08:25:57,Invalid or missing units consumed
RD00032213,MTR001729,CUST001729,,Automatic,,445814.28,239.1,15.25,0.723,12.554,0.4751,0,1,Good,2022-12-19 09:18:23,Invalid or missing units consumed
RD00030740,MTR003420,CUST003420,2023-01-03 01:20:32,Estimated,,475438.03,234.0,15.91,,4.693,0.273,0,0,Good,2023-01-03 01:45:32,Invalid or missing units consumed
RD00024123,MTR002667,CUST002667,2022-03-31 01:47:31,Automatic,,26592.07,233.4,,0.754,0.477,0.0127,0,0,GOOD,2022-03-31 02:07:31,Invalid or missing units consumed
RD00042497,MTR000248,CUST000248,2022-01-14 20:39:19,Automatic,,486720.21,239.6,27.07,0.722,,2.1542,0,1,Good,2022-01-14 20:43:19,Invalid or missing units consumed
RD00008689,MTR004625,CUST004625,2023-03-16 20:35:41,Automatic,,88749.07,216.3,46.07,0.738,11.367,0.3256,0,0,Good,2023-03-16 20:56:41,Invalid or missing units consumed
RD00037984,MTR001833,CUST001833,2022-11-21 04:51:00,Automatic,,290741.91,226.6,37.26,0.842,614.799,37.2973,1,1,good,2022-11-21 04:59:00,Invalid or missing units consumed
RD00022308,MTR004450,0,2024-08-30 07:52:25,Manual,,219481.47,232.2,47.03,0.746,2.287,0.2449,0,0,Good,2024-08-30 07:59:25,Invalid or missing units consumed
RD00047410,MTR003222,CUST003222,2024-03-26 13:28:16,Automatic,,194961.88,241.4,39.23,,10.432,0.5841,0,0,Good,2024-03-26 13:57:16,Invalid or missing units consumed
RD00000461,MTR004996,CUST004996,2023-10-29 10:41:19,Automatic,,151771.58,226.1,43.88,0.996,5.957,0.1739,0,0,Good,2023-10-29 10:51:19,Invalid or missing units consumed
RD00029877,MTR000801,CUST000801,2024-02-18 23:12:41,Automatic,,284861.82,232.8,18.26,0.952,6.198,0.4243,0,0,GOOD,2024-02-18 23:28:41,Invalid or missing units consumed
RD00032493,MTR004340,CUST004340,,,,243383.76,230.0,40.72,0.75,13.474,1.569,0,0,Estimated,2023-11-25 23:49:10,Invalid or missing units consumed
RD00035218,MTR000489,CUST000489,2023-02-09 21:35:13,Manual,,316978.67,226.6,14.96,,4.401,,0,0,Good,2023-02-09 22:01:13,Invalid or missing units consumed
RD00032370,MTR001246,CUST001246,2024-03-19 10:44:45,Automatic,,,227.0,0.34,0.948,27.412,1.055,1,0,Good,,Invalid or missing units consumed
RD00011337,MTR001832,CUST001832,2024-12-08 13:54:40,Automatic,,63632.1,0,46.33,0.847,890.432,76.6817,0,0,Good,2024-12-08 14:24:40,Invalid or missing units consumed
RD00017162,MTR001652,CUST001652,2023-07-01 17:49:59,Automatic,,73604.88,213.1,7.01,0.859,1.693,0.1422,,0,Good,2023-07-01 18:17:59,Invalid or missing units consumed
RD00003573,MTR000464,CUST000464,,Manual,,112862.71,225.9,5.99,0.712,85.181,7.1553,0,0,Good,2023-05-04 09:33:35,Invalid or missing units consumed
RD00019544,MTR000085,CUST000085,,Automatic,,467677.12,236.2,1.55,0.899,3.139,0.1462,0,0,Good,2022-03-26 05:26:16,Invalid or missing units consumed
RD00006236,MTR001864,CUST001864,2023-04-28 18:38:39,Manual,,,233.1,0.63,,1.04,,0,0,Good,2023-04-28 18:55:39,Invalid or missing units consumed
RD00032351,MTR000605,CUST000605,2023-09-10 04:14:38,Automatic,,82677.19,228.8,29.49,0.805,688.878,27.418,0,0,Estimated,2023-09-10 04:38:38,Invalid or missing units consumed
RD00027003,MTR003216,CUST003216,,Automatic,,48997.93,224.3,0.0,0.988,1.935,0.0878,0,0,Good,2023-07-30 06:07:04,Invalid or missing units consumed
RD00021439,MTR001158,CUST001158,,Automatic,,84505.95,226.2,30.92,0.719,64.644,2.1929,0,,Suspect,2023-04-17 22:22:56,Invalid or missing units consumed
RD00012207,MTR002627,CUST002627,2024-10-24 06:23:15,Automatic,,322163.53,229.1,24.14,0.724,4.31,0.1881,0,0,Good,2024-10-24 06:40:15,Invalid or missing units consumed
RD00019454,MTR001840,CUST001840,,Revised,,,216.1,27.24,0.83,0.0,1.3797,0,0,Good,2023-06-01 13:38:39,Invalid or missing units consumed
RD00007036,MTR003019,CUST003019,2024-10-21 05:53:47,Automatic,,209331.28,236.2,9.28,0.872,,23.0819,UNKNOWN,0,Good,2024-10-21 06:03:47,Invalid or missing units consumed
RD00007156,MTR002792,CUST002792,2023-02-12 12:22:07,,,352569.19,250.3,24.9,0.926,7.158,0.5841,0,0,Good,2023-02-12 12:40:07,Invalid or missing units consumed
RD00023306,MTR000679,CUST000679,2022-10-29 09:04:29,Automatic,,161479.37,218.2,,0.891,,0.1204,0,0,Good,,Invalid or missing units consumed
RD00026624,MTR001200,CUST001200,2024-07-01 22:54:43,Estimated,,316450.45,241.2,48.94,0.943,143.025,8.3284,0,0,Good,,Invalid or missing units consumed
RD00045270,MTR000649,CUST000649,2024-09-29 13:55:05,Automatic,,,210.6,26.14,0.71,11.717,0.4189,0,0,Suspect,2024-09-29 14:04:05,Invalid or missing units consumed
RD00045485,MTR001434,CUST001434,2024-02-17 08:18:07,Automatic,,414544.46,239.5,41.63,0.762,15.25,0.7353,0,0,Good,2024-02-17 08:43:07,Invalid or missing units consumed
RD00038838,MTR001728,CUST001728,2023-10-08 17:58:15,Automatic,,259632.33,224.9,45.48,0.986,36.97,1.6252,0,0,Good,2023-10-08 18:18:15,Invalid or missing units consumed
RD00034901,MTR000718,CUST000718,2022-08-11 03:39:16,Manual,,24632.22,224.4,1.68,0.777,27.811,1.5942,0,0,Good,2022-08-11 03:55:16,Invalid or missing units consumed
RD00026136,MTR000597,CUST000597,2023-11-04 03:06:17,Estimated,,291333.96,245.0,5.99,0.947,3.253,0.1166,0,0,Good,2023-11-04 03:22:17,Invalid or missing units consumed
RD00003391,MTR003205,,,Automatic,,437404.18,233.4,31.01,0.71,6.494,0.4331,0,0,Good,2024-08-16 04:42:22,Invalid or missing units consumed
RD00003528,MTR000321,CUST000321,2022-09-21 02:42:57,Manual,,452206.26,231.2,2.5,0.803,0.56,0.0182,0,0,Good,2022-09-21 03:10:57,Invalid or missing units consumed
RD00009309,MTR000498,CUST000498,2023-11-24 05:21:29,Automatic,,344631.9,230.5,38.95,0.802,3.203,0.2513,0,0,Suspect,2023-11-24 05:22:29,Invalid or missing units consumed
RD00023779,MTR000134,CUST000134,2023-07-16 22:56:28,Manual,,93295.43,237.5,41.58,0.782,,0.222,0,0,Suspect,2023-07-16 22:58:28,Invalid or missing units consumed
RD00044365,MTR001460,,2023-04-30 15:34:11,Automatic,,142326.33,,8.85,0.719,3.607,0.2199,0,0,Good,2023-04-30 15:57:11,Invalid or missing units consumed
RD00045369,MTR002789,CUST002789,2023-09-09 12:48:20,Automatic,,147769.47,224.7,43.61,0.918,1.062,0.0528,0,0,Good,2023-09-09 13:09:20,Invalid or missing units consumed
RD00048397,MTR000246,CUST000246,2024-01-16 16:29:52,Automatic,,74486.34,214.8,13.7,0.799,9.916,0.8039,0,UNKNOWN,Estimated,2024-01-16 16:51:52,Invalid or missing units consumed
RD00037785,MTR001766,CUST001766,2023-03-08 17:58:13,Automatic,,72331.88,216.4,37.68,,5.295,0.4245,0,0,Good,2023-03-08 18:08:13,Invalid or missing units consumed
RD00036785,MTR004958,CUST004958,2024-10-15 21:23:42,Automatic,,189651.59,242.1,47.17,0.859,3.136,0.1031,0,0,Good,,Invalid or missing units consumed
RD00010363,MTR001757,CUST001757,2022-06-22 22:20:43,0,,164708.78,226.1,40.34,0.898,18.077,0.5661,0,0,Good,2022-06-22 22:23:43,Invalid or missing units consumed
RD00013683,MTR002165,CUST002165,,Automatic,,380383.76,244.6,2.12,0.779,2.11,0.1358,0,1,Good,2023-10-18 23:33:23,Invalid or missing units consumed
RD00039747,MTR003416,CUST003416,,Automatic,,475486.12,219.3,32.82,0.918,1.219,0.0388,0,0,Estimated,2023-11-05 04:57:40,Invalid or missing units consumed
RD00023780,MTR002128,CUST002128,2022-05-07 01:20:20,Automatic,,250171.73,239.9,25.45,0.872,17.933,0.7345,0,,Good,2022-05-07 01:21:20,Invalid or missing units consumed
RD00024699,MTR000821,CUST000821,2023-02-20 20:12:24,Automatic,,17321.11,231.0,48.01,0.868,10.416,0.7977,1,0,Good,2023-02-20 20:34:24,Invalid or missing units consumed
RD00002885,MTR003749,CUST003749,2024-05-03 05:49:03,Automatic,,352555.43,229.3,14.0,0.955,8.173,0.4966,0,0,Good,2024-05-03 06:11:03,Invalid or missing units consumed
RD00032894,MTR003559,CUST003559,2024-10-03 03:40:33,Automatic,,28553.8,229.4,9.73,0.776,4.61,0.1926,0,0,Estimated,2024-10-03 04:07:33,Invalid or missing units consumed
RD00018843,MTR002456,CUST002456,2023-07-08 23:00:18,Automatic,,257.40906,223.6,11.55,0.71,4.941,0.3333,0,0,Good,2023-07-08 23:14:18,Invalid or missing units consumed
RD00020774,MTR002134,CUST002134,2022-07-23 23:37:54,Automatic,,250622.88,225.3,25.37,0.787,254.653,28.1391,1,0,,2022-07-23 23:41:54,Invalid or missing units consumed
RD00034649,MTR002495,CUST002495,2023-05-03 16:51:21,Automatic,,398308.61,234.3,30.71,0.947,2.874,0.1048,0,0,Good,2023-05-03 17:05:21,Invalid or missing units consumed
RD00019468,MTR001551,CUST001551,2024-08-06 00:29:24,Manual,,89112.84,243.7,0.66,0.999,622.283,,0,0,Good,2024-08-06 00:52:24,Invalid or missing units consumed
RD00039586,MTR003848,CUST003848,2022-06-19 19:37:14,Manual,,304718.53,227.9,14.46,0.704,3.153,,0,0,Good,2022-06-19 19:38:14,Invalid or missing units consumed
RD00039030,MTR003774,CUST003774,2022-10-28 21:07:04,Manual,,279725.46,238.2,31.0,0.975,172.131,8.0772,0,0,Good,2022-10-28 21:15:04,Invalid or missing units consumed
RD00018422,MTR001956,CUST001956,2024-12-05 16:24:49,UNKNOWN,,160238.25,243.9,38.5,0.981,132.855,2.7951,0,0,Good,2024-12-05 16:29:49,Invalid or missing units consumed
RD00030123,MTR000137,CUST000137,2023-03-12 22:52:52,Automatic,,172156.26,240.7,12.55,0.995,5.361,0.2772,0,0,,2023-03-12 23:19:52,Invalid or missing units consumed
RD00000024,MTR000080,CUST000080,,Manual,,52312.14,227.9,44.2,0.827,2.482,0.2184,0,0,Good,2024-12-13 23:23:39,Invalid or missing units consumed
RD00008055,MTR003937,CUST003937,2024-08-31 01:00:56,Automatic,,321139.07,221.8,23.17,0.932,0.795,0.0201,0,0,Good,2024-08-31 01:13:56,Invalid or missing units consumed
RD00043694,MTR004500,CUST004500,2023-04-14 17:58:24,Revised,,,226.7,44.49,0.988,7.951,0.2719,UNKNOWN,0,Good,,Invalid or missing units consumed
RD00005173,MTR099678,CUST000689,2022-12-01 17:41:04,,,,226.4,24.51,0.72,592.987,33.6085,0,0,Good,2022-12-01 18:10:04,Invalid or missing units consumed
